Month,DayOfWeek,IsHoliday,Temperature,Humidity,SquareFootArea,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DailyConsumption_kWh,MonthlyConsumption_kWh
1,4,0,15.1,67.0,1200,6,3.6,5.2,1.2,34.04,962.14
6,1,0,22.9,20.0,2800,1,8.1,5.7,10.4,35.91,1048.15
4,5,0,24.4,35.5,2200,7,5.6,5.6,4.0,38.55,1126.65
3,0,0,25.0,60.0,1800,1,5.2,6.7,0.1,26.98,822.86
3,2,0,24.2,30.5,2800,5,8.8,7.0,4.1,49.31,1532.31
9,6,0,29.3,48.6,2800,9,5.8,7.9,0.0,53.98,1570.18
6,3,0,35.3,49.3,1500,9,11.2,5.6,0.0,54.69,1603.41
9,1,1,26.2,45.1,1200,1,7.6,4.3,0.7,29.25,889.79
5,2,0,28.8,42.4,5000,6,8.5,3.5,1.9,62.6,1813.2
2,2,0,12.0,60.8,4500,3,8.6,7.3,4.5,53.98,1578.24
8,5,0,30.2,64.6,1800,9,9.0,4.2,1.8,49.34,1518.74
5,3,1,32.0,39.2,2800,3,4.7,3.9,10.3,39.92,1252.65
2,2,0,12.4,50.6,1500,2,6.8,5.5,4.6,29.57,845.2
4,5,0,18.1,43.7,4500,8,5.0,5.3,0.0,57.3,1681.81
9,0,0,26.4,25.9,1500,3,9.8,7.5,0.9,36.68,1130.55
4,5,0,21.0,54.2,1200,5,6.3,4.3,0.0,30.77,966.23
12,0,0,18.0,71.2,3500,6,6.9,5.6,0.0,48.98,1455.67
12,0,1,13.0,72.2,1500,1,12.1,2.3,0.0,34.25,995.69
12,6,0,22.8,49.6,5000,7,2.5,7.5,4.8,51.97,1581.74
4,6,0,16.2,37.5,1500,7,10.3,3.2,9.2,42.07,1276.39
2,2,0,20.7,57.8,4500,5,6.1,9.2,0.0,52.9,1583.56
12,5,0,11.6,70.0,1200,9,7.3,5.7,0.0,43.59,1388.53
6,6,0,20.8,51.9,5000,2,5.0,4.8,8.2,43.75,1321.85
11,0,0,19.1,62.8,800,5,5.6,5.5,0.4,29.79,840.7
2,6,0,13.9,71.2,1500,2,11.1,3.6,0.0,37.34,1137.32
12,3,0,10.1,51.1,1200,2,9.7,6.2,8.1,33.94,985.61
7,2,0,22.4,48.0,3500,9,7.8,5.3,7.4,52.74,1572.84
3,5,0,18.0,74.6,2200,7,5.4,5.2,0.0,41.59,1280.45
3,5,1,22.4,52.6,4500,4,6.6,7.3,5.0,53.73,1648.95
5,4,0,28.6,35.5,1200,8,10.1,3.2,9.5,44.58,1202.97
3,5,0,18.3,47.0,4500,4,9.1,5.1,6.0,54.11,1595.93
2,2,0,17.2,46.2,3500,1,4.5,4.9,7.8,28.05,816.97
10,3,0,21.9,61.8,2200,3,7.9,5.5,0.0,39.09,1170.76
9,5,0,19.6,44.2,1200,1,6.1,4.3,3.3,22.4,630.63
2,4,0,8.7,60.8,3500,2,10.4,4.7,6.4,49.87,1481.43
11,2,0,17.1,50.5,1800,2,6.1,8.0,0.3,28.89,861.39
2,0,0,14.3,32.0,1800,7,11.1,6.4,3.0,48.18,1368.21
8,1,0,32.8,56.2,4500,4,10.1,4.2,1.2,60.04,1791.81
9,1,0,29.4,56.8,2800,9,7.3,6.9,0.0,52.83,1627.01
7,0,0,32.7,56.9,5000,2,8.5,5.3,1.9,59.82,1737.32
3,6,0,16.7,46.9,1200,9,9.0,7.0,0.0,47.03,1415.85
9,5,0,19.8,45.6,2200,6,7.8,5.3,7.9,39.0,1172.35
3,1,0,19.9,59.8,2800,8,6.5,4.6,0.0,49.14,1391.55
5,6,0,28.4,68.9,4500,7,7.4,3.2,1.6,58.62,1741.65
9,1,0,15.3,55.1,1800,8,9.6,7.5,0.0,52.0,1555.04
12,0,0,11.3,65.1,3500,9,7.9,6.9,0.0,58.55,1811.77
3,5,0,14.9,51.1,3500,8,6.7,6.3,1.9,54.55,1619.11
7,5,1,30.5,32.1,1800,6,13.9,6.6,6.8,57.99,1755.71
12,6,1,11.5,71.6,800,8,9.6,7.7,0.0,49.74,1459.53
1,0,0,13.8,70.2,1500,8,8.0,3.3,0.0,44.01,1332.97
4,6,0,21.1,61.0,1200,2,5.1,5.3,2.6,25.88,814.97
4,5,0,21.3,50.3,1500,2,5.7,2.5,0.0,27.46,748.44
7,5,0,26.8,57.8,2200,1,10.2,4.5,1.0,34.34,1035.75
8,2,0,26.1,63.2,800,2,9.2,5.7,0.0,30.4,935.3
1,6,0,9.1,78.8,2200,7,8.3,5.2,0.0,45.68,1363.71
5,2,0,27.7,62.5,1200,3,7.3,7.9,0.0,31.71,961.47
7,0,1,32.6,51.4,1800,4,6.8,5.0,0.0,40.4,1245.37
12,3,0,11.6,44.3,2800,4,9.3,4.2,3.1,45.24,1295.14
4,1,0,28.8,54.4,5000,4,0.4,5.4,0.0,48.86,1482.72
4,2,0,20.6,55.6,2800,2,3.0,3.6,2.5,25.98,832.36
4,1,0,28.9,61.0,1200,6,8.6,4.3,5.9,38.87,1146.36
12,4,0,12.2,76.2,4500,1,3.4,6.5,3.0,45.66,1340.91
6,0,0,19.8,48.9,2200,5,10.9,7.0,0.0,45.95,1349.48
7,3,0,31.8,75.9,5000,2,7.5,5.4,0.0,59.39,1794.68
2,4,0,16.2,36.4,5000,9,8.4,6.8,7.8,62.46,1937.46
5,4,0,26.2,55.7,1800,2,10.1,8.3,1.1,39.14,1267.39
4,5,0,19.1,42.9,800,6,7.1,5.5,3.1,34.49,1105.33
3,4,1,17.8,32.1,5000,4,6.9,4.1,0.3,53.98,1603.84
7,0,0,27.7,48.2,5000,6,6.9,6.4,2.8,60.04,1762.49
11,2,1,16.6,41.8,4500,2,4.7,6.5,7.1,49.06,1402.46
12,0,0,18.9,58.1,2200,2,5.7,6.6,0.0,33.51,1025.38
6,2,0,29.8,50.4,2200,7,8.8,7.4,3.8,47.22,1548.81
7,4,0,32.7,64.1,2800,3,9.5,6.8,0.0,50.48,1523.68
5,4,0,25.0,32.6,800,3,5.3,6.1,2.9,24.47,749.52
6,3,1,27.4,60.9,5000,7,10.0,6.7,0.0,69.44,2081.26
5,2,0,20.8,51.8,2200,8,3.2,6.4,0.0,38.51,1180.32
7,4,0,28.3,63.0,3500,7,9.4,3.3,2.8,53.99,1591.71
2,5,0,0.1,52.3,4500,3,14.0,2.7,0.0,67.63,2043.51
11,1,0,15.3,43.3,2200,3,8.2,3.7,0.9,35.62,1055.12
5,3,0,25.6,36.1,1500,7,10.7,6.9,8.4,46.34,1411.67
6,0,0,31.5,34.5,2800,3,10.0,4.6,3.0,48.49,1454.15
6,3,0,27.7,55.7,3500,2,10.8,5.4,0.0,50.36,1534.17
5,1,0,27.6,68.4,1800,7,2.6,8.0,0.0,38.03,1099.87
10,2,1,12.2,50.7,5000,3,10.5,6.9,9.0,62.48,1923.44
7,0,0,29.7,58.2,1800,5,9.8,2.2,5.0,41.34,1283.96
10,0,0,14.4,39.2,1200,7,9.0,6.8,6.6,41.31,1225.85
8,2,0,23.5,54.7,5000,2,8.0,5.3,5.0,51.51,1519.92
7,6,0,29.2,58.7,1800,8,7.5,4.8,2.3,45.07,1295.25
5,6,0,31.7,33.3,1800,2,10.7,4.7,6.3,40.26,1155.39
1,3,0,15.7,56.9,800,4,11.2,4.9,4.3,34.86,1028.17
5,4,0,26.1,59.3,1200,4,3.8,3.4,1.5,25.71,778.23
10,6,0,21.9,22.3,1500,8,8.6,6.2,7.3,43.89,1325.76
2,3,0,11.9,73.5,3500,1,8.5,8.4,0.0,51.22,1615.03
5,6,0,23.6,54.9,5000,9,5.5,7.4,2.3,67.11,1990.27
5,1,0,27.9,59.3,2200,6,5.6,2.6,1.4,38.94,1140.7
2,5,0,8.8,52.5,1800,4,10.4,5.8,3.0,42.61,1274.11
5,4,1,28.7,30.0,1200,6,11.5,6.0,2.1,47.29,1377.48
4,3,0,20.3,58.9,3500,6,5.4,4.1,0.0,44.59,1406.52
1,5,0,17.7,58.3,2800,9,8.3,4.1,0.0,53.16,1675.47
3,5,0,22.3,55.4,3500,4,6.4,6.7,2.0,43.76,1348.45
1,6,0,6.5,72.4,4500,8,7.1,6.0,0.0,64.07,1963.98
12,2,0,12.5,69.1,5000,1,8.2,4.4,3.5,49.86,1488.52
11,1,0,14.2,82.4,2200,6,6.7,6.5,0.0,46.19,1415.98
5,1,0,17.8,52.5,2200,5,4.9,8.7,0.0,39.65,1245.67
4,1,0,17.4,44.2,1800,3,6.2,5.7,1.5,31.48,929.93
7,4,0,41.0,48.4,1500,4,11.4,5.8,4.9,48.43,1517.38
5,0,0,28.7,55.7,3500,8,10.3,5.8,0.0,58.81,1763.23
10,4,0,30.6,69.7,2200,2,8.9,4.6,0.0,40.98,1224.98
4,3,0,25.7,34.9,3500,8,4.6,7.0,8.8,50.26,1468.32
2,5,0,11.7,57.6,1200,7,11.2,5.4,8.6,41.52,1255.53
4,5,0,20.3,71.8,5000,1,7.0,5.8,2.3,46.6,1448.4
12,0,0,17.7,57.1,5000,2,7.6,7.5,0.0,53.01,1488.61
2,3,0,17.0,68.7,5000,7,8.9,6.8,0.0,63.89,1932.14
8,0,0,26.3,58.4,2200,3,7.5,3.4,2.8,35.17,1087.76
3,5,1,11.2,66.5,5000,2,7.9,3.2,0.0,55.74,1677.56
9,6,0,40.8,45.3,800,1,12.6,7.0,0.0,45.21,1267.76
4,4,0,21.4,42.8,1200,7,7.4,5.5,13.8,35.14,993.05
6,1,1,27.5,50.2,2200,3,8.7,5.7,2.7,44.9,1343.4
10,5,0,22.5,39.1,2200,6,8.1,4.4,9.2,40.86,1150.51
5,2,0,24.9,47.4,2800,8,7.4,6.7,1.2,50.47,1634.93
10,1,0,22.6,60.5,4500,6,4.5,8.4,0.0,53.22,1655.0
1,5,0,19.8,80.7,800,7,5.1,5.9,0.0,32.36,924.15
9,4,0,25.4,59.8,5000,6,10.1,6.6,0.0,66.48,2033.7
1,0,0,8.8,66.8,1800,7,9.7,7.6,0.0,53.3,1629.15
8,6,0,28.2,66.5,4500,5,5.9,8.0,7.5,54.59,1621.39
9,6,0,23.9,43.4,2200,9,4.4,4.9,4.7,39.03,1215.13
9,1,0,32.4,53.0,800,3,6.7,5.9,0.0,31.5,851.11
1,4,1,19.3,88.4,5000,6,8.2,7.5,0.0,60.53,1800.52
2,6,0,15.6,56.6,4500,9,8.2,8.2,0.0,65.44,1939.68
12,6,0,9.3,73.4,2200,1,13.2,4.5,0.0,43.31,1380.19
1,3,0,8.5,70.9,1800,5,10.9,4.5,0.0,46.62,1355.38
10,2,1,22.1,39.8,4500,4,7.6,5.2,6.2,53.21,1627.14
2,1,0,16.6,61.2,5000,9,11.3,5.4,0.0,70.75,2091.56
10,0,0,20.3,59.3,3500,1,4.3,4.7,7.0,31.99,1007.52
12,6,1,12.9,64.0,1800,4,5.4,6.0,0.0,36.71,1081.88
8,3,0,26.3,43.5,3500,1,8.7,4.3,2.4,45.16,1300.15
5,4,1,25.9,37.3,2800,3,7.0,7.6,10.7,43.22,1295.25
12,6,0,4.3,54.3,1500,4,11.6,4.8,8.0,41.99,1297.67
11,2,0,13.0,58.2,1500,1,10.8,4.2,0.0,35.58,1090.92
7,0,1,27.2,64.9,800,5,9.4,3.7,3.3,39.9,1129.82
2,4,0,20.5,79.3,2200,6,9.2,7.5,0.0,44.95,1276.58
8,4,0,25.3,69.3,4500,1,5.5,3.2,8.8,40.35,1181.55
11,1,0,18.8,69.7,2800,4,8.5,6.1,0.0,44.89,1302.38
6,6,1,29.9,37.9,4500,4,7.1,6.4,11.0,54.05,1580.91
8,1,0,34.8,47.6,3500,1,13.5,1.0,0.1,50.44,1492.44
1,0,0,19.7,61.8,1200,2,7.3,3.2,0.0,22.88,713.03
1,6,0,13.7,51.7,4500,5,9.2,4.9,0.4,59.32,1767.17
12,5,0,12.9,66.9,1800,2,7.3,8.0,0.0,38.01,1086.98
7,6,0,27.0,59.3,2200,3,6.7,4.7,0.0,35.75,1031.23
8,5,0,27.8,58.9,4500,9,8.9,5.1,0.0,63.65,1929.47
3,4,0,16.0,67.3,2200,5,11.0,4.4,0.0,47.46,1418.79
5,1,0,28.5,39.8,2200,1,11.4,4.0,7.7,39.11,1141.26
12,2,0,17.0,71.2,2800,5,7.9,4.5,1.0,40.18,1233.82
1,6,0,16.7,51.0,3500,3,6.4,4.3,1.7,42.4,1308.32
7,2,0,35.7,39.4,5000,1,11.6,4.0,0.0,61.93,1892.35
5,6,1,34.4,57.1,3500,3,12.5,4.2,0.0,61.77,1848.56
8,4,0,29.5,67.1,2800,6,9.0,5.0,0.0,52.49,1534.21
8,1,0,33.9,58.4,1800,5,9.1,6.9,0.0,48.55,1446.36
9,0,0,24.4,55.2,1200,1,8.4,3.4,0.0,26.15,752.56
7,0,0,35.3,54.4,5000,2,9.8,4.2,7.6,56.12,1565.1
11,0,0,22.8,61.0,2200,5,5.8,4.7,0.0,37.95,1127.88
1,6,0,18.5,45.8,2200,9,6.6,5.9,0.0,46.01,1283.6
3,6,0,18.4,40.1,1500,5,8.1,4.4,4.0,36.11,1050.63
8,2,1,25.9,51.6,1500,5,7.0,8.6,0.0,41.94,1231.97
3,1,0,11.7,56.0,800,1,8.7,6.0,3.2,31.69,1020.21
8,6,0,28.7,52.6,2200,5,8.6,7.0,2.5,44.93,1294.54
1,1,0,20.9,67.4,1500,8,5.3,6.2,5.9,36.6,1108.5
5,2,1,24.6,48.1,1200,9,10.2,8.0,1.2,49.9,1482.79
4,6,0,25.5,59.3,5000,3,11.0,3.6,7.9,55.77,1693.83
5,0,0,29.8,48.9,2800,4,8.0,4.6,5.0,46.8,1374.16
8,0,0,27.7,74.4,1500,7,6.4,4.5,0.0,39.25,1106.46
10,4,0,27.9,58.5,3500,7,7.1,5.4,0.0,57.9,1741.82
4,5,0,8.9,80.6,5000,1,10.5,7.5,0.0,58.08,1743.18
11,3,0,12.5,63.6,5000,6,8.4,8.9,0.0,65.77,1981.55
4,5,0,17.9,49.9,800,9,4.4,7.3,2.9,35.06,1038.3
3,6,0,14.3,44.2,1200,5,7.7,5.4,6.2,36.94,1092.19
7,1,0,31.5,33.4,4500,8,10.0,7.5,7.5,66.21,2022.5
3,6,0,19.3,43.1,800,9,8.5,8.1,3.5,40.38,1243.46
12,1,0,16.8,49.4,1500,3,10.8,7.1,5.7,35.89,1040.51
3,1,0,20.7,59.7,3500,1,5.2,4.9,4.8,37.44,1116.52
11,5,0,13.7,53.0,4500,2,6.9,5.0,0.2,45.93,1323.82
10,3,0,16.5,59.7,2200,5,6.8,4.5,2.3,38.53,1181.46
5,4,0,27.8,66.1,1200,7,6.1,5.3,0.3,42.31,1290.09
5,5,0,23.2,49.6,1500,6,5.3,4.4,5.3,34.61,1102.01
6,3,0,21.9,74.9,5000,4,4.9,5.3,0.0,52.86,1618.96
8,0,1,33.3,38.4,3500,9,10.3,5.9,5.4,69.29,2086.74
10,0,0,28.3,55.7,800,4,6.5,4.1,0.0,30.26,1023.87
6,1,0,35.9,43.5,1500,3,12.1,9.3,4.1,48.82,1480.23
12,2,0,15.9,71.2,5000,5,9.8,5.9,0.0,62.02,1885.61
1,6,0,16.8,32.5,3500,4,5.0,7.3,1.2,43.69,1229.23
8,6,0,35.1,35.2,1200,2,7.6,7.0,6.2,33.62,1045.15
8,1,0,26.0,51.2,2800,3,6.4,8.2,0.0,44.92,1456.35
9,2,1,31.0,73.6,5000,7,8.2,4.3,0.0,65.99,1992.59
9,3,0,27.2,57.7,1800,2,10.4,4.4,0.0,38.03,1176.18
2,0,1,19.2,41.3,1200,1,6.4,2.4,1.5,21.45,693.42
2,6,0,15.9,43.1,1500,2,8.4,2.8,9.0,30.2,987.1
3,5,0,23.8,75.1,3500,8,7.7,4.3,3.5,55.57,1694.52
1,2,0,15.0,51.9,1800,8,6.0,5.6,0.4,38.01,1069.09
4,3,0,15.3,41.2,3500,2,7.2,5.1,7.7,44.02,1330.9
4,0,0,28.5,70.2,2200,6,8.2,10.4,0.0,51.52,1580.57
9,5,0,21.7,67.1,4500,7,7.0,6.5,0.0,59.73,1823.29
9,2,0,31.6,70.3,4500,1,6.3,6.6,0.0,50.7,1514.14
9,1,1,25.6,43.6,2200,7,6.2,5.9,0.0,46.85,1388.96
10,1,0,27.3,39.2,3500,8,7.9,3.8,5.7,54.29,1612.44
7,1,0,35.1,52.3,2800,9,9.4,6.3,2.7,58.27,1741.39
2,6,1,17.0,61.5,4500,8,4.4,3.4,0.0,54.88,1652.3
10,3,0,24.3,61.9,5000,3,5.5,5.0,9.1,47.78,1457.8
5,1,0,27.9,68.4,2200,8,5.3,6.8,0.0,47.63,1445.82
4,6,0,12.9,31.7,3500,3,11.2,4.4,8.0,49.57,1467.67
12,4,0,15.6,70.3,800,6,7.0,5.9,0.0,35.02,997.1
11,6,0,13.0,46.2,4500,4,8.3,4.5,0.0,52.91,1604.32
8,0,0,29.7,62.8,1500,7,6.7,4.0,7.2,42.15,1251.47
2,6,0,9.9,51.8,800,8,9.8,6.5,0.0,45.91,1449.63
6,3,0,23.6,40.2,2800,6,8.2,7.2,5.1,45.31,1400.35
5,5,0,33.2,43.4,4500,4,7.8,7.0,6.3,59.39,1797.04
12,6,0,19.9,42.7,1500,8,4.5,5.4,7.4,34.28,994.4
2,1,0,15.1,58.0,800,7,6.8,2.4,0.0,34.29,967.89
11,0,0,18.8,50.1,1500,8,3.9,5.9,5.0,39.96,1198.91
10,2,0,20.9,66.9,2200,7,6.8,7.6,0.0,45.95,1385.07
1,1,0,16.6,67.0,4500,3,8.8,3.3,5.3,52.06,1483.65
8,0,0,25.9,72.8,5000,3,4.6,8.0,0.0,51.81,1575.61
2,4,0,19.5,61.9,5000,9,8.2,2.8,0.0,62.53,1878.12
7,2,1,28.9,56.9,1800,7,10.1,6.3,0.0,50.98,1409.21
9,4,0,24.1,71.8,4500,1,1.2,6.3,0.0,35.62,1030.09
9,5,0,26.1,47.5,2200,3,5.3,7.5,0.0,35.69,1035.17
8,0,0,26.3,34.6,1500,1,6.4,5.8,8.6,29.28,823.49
11,4,0,19.5,61.7,2200,6,7.6,5.1,0.0,41.79,1271.14
12,5,0,12.7,42.9,1200,2,9.4,5.5,8.6,30.28,988.87
10,0,0,24.1,86.9,2800,7,5.1,4.7,0.0,43.46,1324.66
9,0,0,31.5,72.5,800,8,12.4,2.8,0.0,45.8,1402.45
2,4,1,11.8,83.5,2800,6,7.4,5.2,0.0,50.96,1493.89
6,0,0,28.3,50.7,2200,5,6.5,6.2,4.5,39.71,1214.24
4,1,0,24.1,59.1,5000,4,4.6,6.9,0.0,51.5,1536.75
4,0,0,20.0,47.0,3500,9,5.9,5.2,0.0,49.04,1471.24
5,3,0,28.1,61.3,2800,8,9.9,8.0,0.0,60.98,1802.24
12,5,1,17.6,45.4,3500,5,5.2,5.2,7.6,44.51,1264.28
3,0,1,22.9,24.5,2200,1,7.0,5.8,15.5,31.37,982.48
1,3,0,11.3,49.8,800,8,9.3,6.9,0.0,44.93,1355.16
8,0,1,24.7,35.0,5000,8,7.0,5.9,2.0,65.57,1956.79
5,0,0,24.6,68.4,2200,7,7.7,5.6,0.0,44.1,1405.15
3,4,1,13.6,76.8,1800,7,10.0,8.0,0.0,52.21,1521.46
10,1,0,24.5,40.7,2800,8,7.6,3.3,1.3,48.45,1482.31
7,5,0,24.8,66.2,2200,1,9.2,5.2,0.0,38.6,1250.39
7,1,0,40.5,62.1,800,3,9.6,2.5,6.2,37.38,1140.25
1,2,0,19.8,40.5,1200,4,5.5,2.7,8.5,23.97,666.9
12,4,0,15.1,55.3,1800,6,5.6,5.5,1.9,37.35,1164.53
9,4,0,29.9,48.0,4500,9,9.8,5.1,2.0,67.34,1995.65
2,1,0,7.7,66.5,2200,4,12.4,8.5,2.3,53.31,1571.65
5,6,0,37.4,35.9,3500,6,10.3,5.2,0.8,60.81,1783.69
5,4,0,23.3,49.5,1200,9,7.3,7.6,3.1,42.99,1362.98
8,1,1,28.4,44.3,4500,9,5.2,6.0,0.7,60.06,1783.58
8,4,0,20.6,58.2,2200,6,6.2,3.8,9.7,34.44,991.8
7,0,1,32.2,48.1,1800,5,6.0,2.9,0.0,42.44,1329.31
7,1,0,25.0,44.2,5000,3,7.3,3.3,2.1,50.85,1454.06
12,1,0,15.5,57.4,2800,5,3.8,6.0,0.0,38.94,1171.09
11,3,0,15.6,83.8,1800,3,11.0,7.7,0.0,43.25,1266.9
6,4,0,24.1,45.0,4500,5,6.8,4.1,6.0,50.92,1554.88
6,4,0,25.3,37.5,1500,1,7.1,6.4,1.7,28.95,849.45
11,1,0,19.0,66.3,1200,6,10.4,5.3,0.0,41.77,1189.59
9,0,0,20.2,53.3,3500,7,6.4,4.1,0.0,45.87,1382.57
6,0,0,25.6,33.0,1800,2,4.2,5.7,2.6,24.42,711.94
12,5,0,18.1,86.8,1800,3,6.0,7.7,0.0,35.82,1112.49
2,0,0,26.8,53.3,5000,9,11.6,5.8,7.8,69.29,2081.72
2,4,0,17.2,53.0,1200,8,5.3,7.0,4.0,37.98,1235.77
5,6,0,21.9,52.6,800,4,5.4,5.9,4.5,25.09,727.65
4,3,0,20.3,73.3,3500,8,9.3,6.3,0.0,58.94,1820.97
11,1,0,18.1,39.2,4500,8,5.3,4.6,14.7,51.23,1521.14
2,2,0,13.5,60.8,1500,6,8.1,6.3,0.3,40.4,1206.55
3,3,0,22.1,80.0,1200,1,9.0,2.9,0.0,28.86,899.83
7,6,0,31.0,52.2,1800,2,7.9,5.7,6.0,38.14,1101.82
8,2,0,33.0,37.7,1200,4,8.0,7.5,4.3,41.79,1307.19
12,3,0,13.7,52.6,1200,4,4.5,8.1,2.3,26.52,826.76
6,0,0,34.9,52.5,2200,2,8.0,3.6,0.0,36.2,1121.61
11,4,0,17.3,75.3,2200,9,5.3,6.6,0.0,43.01,1332.41
5,6,0,21.6,46.6,4500,2,5.5,4.1,8.5,40.0,1226.04
1,2,0,23.8,69.2,5000,6,7.6,5.8,2.8,58.48,1785.01
8,6,0,20.7,35.3,1200,5,6.0,8.4,7.7,31.95,1017.74
3,3,0,14.7,37.7,800,4,5.4,6.7,8.1,27.55,826.75
6,4,0,26.1,44.2,1500,6,10.3,4.6,3.0,43.79,1305.66
3,6,0,29.3,72.3,2800,4,6.3,4.3,1.3,40.69,1242.48
7,2,1,38.1,51.5,2200,9,14.7,5.9,1.1,68.61,2062.8
7,1,0,36.7,54.1,4500,7,11.0,5.8,0.0,70.08,2144.5
12,3,0,13.6,63.3,4500,3,10.3,5.5,6.7,55.51,1749.24
9,1,0,36.9,68.3,1200,4,11.8,3.2,0.0,43.29,1256.14
5,0,0,27.7,43.3,5000,1,11.0,8.1,7.6,59.01,1774.72
8,1,0,33.3,60.8,1800,6,9.6,8.7,0.0,48.95,1420.65
10,1,0,22.8,47.5,800,2,6.0,5.9,0.0,27.67,820.63
10,5,0,21.8,81.3,1200,4,6.8,4.1,0.0,28.33,843.21
8,3,0,27.8,42.9,2800,5,7.5,4.6,0.0,46.31,1371.76
1,0,0,13.1,48.7,2200,8,9.3,4.4,5.3,48.04,1481.91
12,1,1,17.8,66.6,3500,3,10.1,3.8,0.0,48.6,1474.14
5,4,0,27.7,51.6,5000,6,4.6,4.6,6.6,51.59,1520.71
3,2,1,17.9,58.9,2800,1,6.8,5.7,1.2,36.57,1137.9
1,1,1,20.8,62.1,2800,9,10.5,6.1,0.0,57.63,1723.77
4,0,0,8.6,39.4,1200,1,8.9,7.4,6.8,32.57,953.15
8,1,0,31.2,71.9,3500,2,11.1,2.9,0.0,51.63,1503.07
3,2,0,21.2,65.7,1200,1,7.8,3.8,0.0,28.65,793.56
10,0,0,27.2,73.8,3500,8,5.0,2.8,0.0,49.14,1453.28
2,3,0,14.8,51.2,4500,4,8.5,5.6,3.2,55.54,1668.83
11,0,0,18.9,64.3,800,2,7.1,7.6,0.1,29.28,920.14
9,3,0,30.4,57.4,5000,7,15.2,5.0,1.0,74.46,2141.82
10,0,0,28.7,71.0,4500,8,3.1,7.8,0.0,60.25,1891.38
5,6,0,24.6,64.6,5000,9,3.8,6.9,4.5,57.04,1676.58
7,2,0,31.2,53.0,2200,5,8.6,6.8,5.0,46.11,1365.95
11,2,0,25.6,41.1,1800,3,6.7,6.2,4.7,35.22,1040.87
11,0,0,8.4,80.7,800,1,8.0,7.8,0.0,34.43,1004.49
2,6,0,12.0,64.2,5000,8,7.1,5.5,0.0,64.37,1917.39
9,1,0,32.6,47.7,1800,6,10.8,6.6,2.4,50.36,1500.08
9,2,0,30.9,59.9,1800,5,7.3,8.3,0.0,46.74,1395.35
4,3,0,24.4,34.4,1800,7,5.9,4.2,8.5,34.11,1094.64
4,3,0,20.0,65.2,1200,5,8.3,5.2,4.0,31.62,915.53
6,4,0,25.0,32.3,1800,4,8.9,6.3,12.4,35.36,1143.32
10,5,0,19.3,54.8,1200,5,5.6,4.2,0.0,27.37,845.64
10,6,0,29.0,60.4,4500,7,5.5,4.3,5.4,53.53,1536.03
10,5,1,19.2,70.0,3500,6,8.3,8.6,3.8,56.75,1665.09
6,5,0,29.4,51.3,1200,9,6.6,4.7,0.0,45.25,1314.73
12,3,0,11.7,67.6,1200,2,11.4,4.7,0.0,38.02,1139.6
1,4,0,17.8,59.0,1200,7,7.8,6.0,4.5,39.53,1245.28
9,5,0,23.6,54.6,800,1,6.4,5.7,0.0,25.1,789.63
2,5,0,14.6,58.5,2800,8,8.8,5.0,0.0,52.4,1526.22
5,0,0,18.4,48.4,2800,4,2.9,5.1,5.6,34.28,1083.08
9,0,1,18.7,34.8,800,8,9.7,4.3,0.0,43.01,1243.36
4,0,0,22.0,43.3,800,8,5.9,5.0,1.6,34.9,1006.86
11,1,0,12.0,62.3,2800,4,9.0,6.4,0.0,48.05,1488.7
3,5,0,27.5,52.0,2800,4,6.8,6.8,0.0,44.71,1387.55
7,1,0,20.7,48.8,1800,5,5.7,7.0,0.0,35.16,1091.48
6,4,0,25.3,46.1,1500,7,10.5,5.7,0.0,42.99,1290.6
8,6,0,29.0,42.1,5000,6,7.9,5.3,1.9,61.86,1852.43
3,3,0,16.4,49.1,2800,1,6.5,3.1,0.0,33.68,957.71
5,5,0,21.0,47.0,800,6,7.4,5.1,0.0,30.99,929.14
10,3,0,17.7,57.6,1500,3,7.6,5.6,5.9,30.57,886.8
4,6,0,17.5,57.2,800,9,10.2,7.5,1.8,46.2,1377.98
4,0,0,20.7,50.3,1500,3,2.1,2.4,0.0,21.8,757.27
4,5,0,30.8,40.1,1200,9,8.0,5.4,1.4,42.75,1297.06
10,2,0,22.4,40.7,2200,5,3.6,2.1,6.9,28.23,797.01
8,1,1,34.3,83.7,1500,8,12.5,3.4,0.0,56.98,1765.35
6,1,0,31.2,36.4,3500,9,6.5,7.9,0.2,57.36,1781.23
3,5,0,23.0,48.8,4500,9,7.3,3.9,0.1,59.65,1854.05
10,6,0,9.4,63.7,3500,7,6.9,5.9,0.0,52.53,1554.45
5,0,0,24.6,55.0,1200,1,6.1,6.6,0.0,25.14,749.19
6,1,0,34.8,56.3,3500,8,8.1,5.1,3.5,59.62,1731.83
5,0,1,23.4,45.4,1500,7,6.7,3.9,5.3,39.66,1259.97
6,4,0,36.9,52.9,3500,4,14.8,5.6,5.5,65.66,1975.39
8,3,0,35.6,53.2,800,6,7.5,7.9,1.9,46.33,1328.23
7,6,0,27.9,46.9,1200,2,5.8,6.7,0.0,29.28,952.82
5,2,0,23.7,53.6,800,4,8.0,5.0,0.0,30.87,895.57
10,3,0,17.4,70.2,5000,8,6.8,5.0,0.0,63.34,1882.44
6,3,0,26.1,49.7,1200,4,5.0,7.1,2.5,32.91,940.2
4,4,1,16.5,52.3,1200,4,6.4,3.2,0.0,32.44,918.89
